EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd	Class	Set	HelixDomain
Q7XK25	Oryza sativa subsp. japonica	Viridiplantae	475			Negative	2	False
Q9Y5U8	Homo sapiens	Metazoa	109			Negative	2	True
Q8IRW8	Drosophila melanogaster	Metazoa	2431			Negative	1	False
O74844	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244			Negative	3	False
Q00954	Rattus norvegicus	Metazoa	218	1.0	18.0	Positive	2	
Q8LJT8	Arabidopsis thaliana	Viridiplantae	743			Negative	1	False
Q01371	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	1167			Negative	4	False
Q03834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1242			Negative	5	False
Q9H777	Homo sapiens	Metazoa	363			Negative	5	False
Q91X52	Mus musculus	Metazoa	244			Negative	3	False
Q9P7M3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	271			Negative	2	False
Q90WJ9	Takifugu pardalis	Metazoa	391	1.0	20.0	Positive	5	
Q7Z7F0	Homo sapiens	Metazoa	614			Negative	1	False
Q9FG37	Arabidopsis thaliana	Viridiplantae	838			Negative	2	False
A0A075TRC0	Penicillium expansum	Fungi	1776			Negative	5	False
Q10271	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	321			Negative	5	False
Q8BUX5	Mus musculus	Metazoa	455			Negative	3	True
Q6AYD3	Rattus norvegicus	Metazoa	394			Negative	3	False
Q99JB8	Mus musculus	Metazoa	424			Negative	3	False
P42841	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	465			Negative	5	False
P38937	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	262			Negative	4	False
Q9U7D5	Caenorhabditis elegans	Metazoa	611			Negative	5	False
Q9D563	Mus musculus	Metazoa	222			Negative	2	True
P01033	Homo sapiens	Metazoa	207	1.0	23.0	Positive	3	
Q6RG02	Penaeus merguiensis	Metazoa	2586	1.0	18.0	Positive	3	
P49903	Homo sapiens	Metazoa	392			Negative	2	False
Q7M750	Mus musculus	Metazoa	143			Negative	4	True
Q84MZ4	Arabidopsis thaliana	Viridiplantae	412			Negative	3	False
Q8NBI5	Homo sapiens	Metazoa	491			Negative	3	True
Q9VQB6	Drosophila melanogaster	Metazoa	971			Negative	5	False
P38771	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	230			Negative	3	False
P11654	Rattus norvegicus	Metazoa	1886	1.0	25.0	Positive	4	
P35732	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	738			Negative	1	False
Q9JJD0	Mus musculus	Metazoa	305			Negative	4	False
Q64471	Mus musculus	Metazoa	240			Negative	1	False
Q6S591	Arabidopsis thaliana	Viridiplantae	253			Negative	2	False
Q9LFV6	Arabidopsis thaliana	Viridiplantae	1011			Negative	5	False
Q75RY2	Oryza sativa subsp. japonica	Viridiplantae	492			Negative	2	False
Q9Y5Y3	Homo sapiens	Metazoa	372			Negative	1	False
P10163	Homo sapiens	Metazoa	310	1.0	16.0	Positive	5	
P19335	Rattus norvegicus	Metazoa	242			Negative	3	False
Q08561	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	116			Negative	5	False
P13621	Bos taurus	Metazoa	213			Negative	2	False
P02649	Homo sapiens	Metazoa	317	1.0	18.0	Positive	3	
Q68E01	Homo sapiens	Metazoa	1043			Negative	4	False
Q58DZ9	Rattus norvegicus	Metazoa	258			Negative	2	False
Q68FY1	Rattus norvegicus	Metazoa	325			Negative	4	False
Q99675	Homo sapiens	Metazoa	332			Negative	3	False
Q38890	Arabidopsis thaliana	Viridiplantae	621			Negative	1	False
Q9NH52	Caenorhabditis elegans	Metazoa	898			Negative	1	False
Q8K480	Mus musculus	Metazoa	584			Negative	3	False
Q9D995	Mus musculus	Metazoa	334			Negative	3	False
O02073	Caenorhabditis elegans	Metazoa	376			Negative	4	False
P46962	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323			Negative	3	False
A4UVI1	Papio anubis	Metazoa	444			Negative	2	False
P47119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	197			Negative	2	False
Q8IYW5	Homo sapiens	Metazoa	571			Negative	4	False
Q8N726	Homo sapiens	Metazoa	132			Negative	4	False
Q9Y2Y6	Homo sapiens	Metazoa	226			Negative	1	True
Q9D5V6	Mus musculus	Metazoa	365			Negative	5	False
P80060	Locusta migratoria	Metazoa	92	1.0	19.0	Positive	2	
Q8IRB5	Drosophila melanogaster	Metazoa	1465			Negative	2	False
P50106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137			Negative	1	False
Q15013	Homo sapiens	Metazoa	274			Negative	3	False
Q6P589	Homo sapiens	Metazoa	184			Negative	3	False
Q5U5Q3	Homo sapiens	Metazoa	659			Negative	1	False
F4JP43	Arabidopsis thaliana	Viridiplantae	2037			Negative	4	False
Q9JMA2	Mus musculus	Metazoa	403			Negative	3	False
D3YXK1	Mus musculus	Metazoa	519			Negative	2	False
Q9LMT7	Arabidopsis thaliana	Viridiplantae	478			Negative	5	False
P00950	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	247			Negative	1	False
O14802	Homo sapiens	Metazoa	1390			Negative	2	False
O77512	Bos taurus	Metazoa	295			Negative	4	False
Q6UXK5	Homo sapiens	Metazoa	716	1.0	25.0	Positive	1	
Q10R09	Oryza sativa subsp. japonica	Viridiplantae	310			Negative	3	False
P42660	Aedes aegypti	Metazoa	471	1.0	19.0	Positive	4	
Q10109	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	688			Negative	1	False
Q9LX93	Arabidopsis thaliana	Viridiplantae	301			Negative	1	True
Q0WV90	Arabidopsis thaliana	Viridiplantae	1120			Negative	2	False
P0DI83	Homo sapiens	Metazoa	198			Negative	4	False
P32357	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	355			Negative	4	False
Q9LXR8	Arabidopsis thaliana	Viridiplantae	318			Negative	2	False
Q01965	Mus musculus	Metazoa	654	1.0	47.0	Positive	3	
P41046	Drosophila melanogaster	Metazoa	550			Negative	5	False
Q9Y5Y5	Homo sapiens	Metazoa	336			Negative	4	True
O14174	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	473			Negative	5	False
Q5T1C6	Homo sapiens	Metazoa	240			Negative	5	False
P58557	Homo sapiens	Metazoa	167			Negative	3	False
Q9S850	Arabidopsis thaliana	Viridiplantae	393			Negative	5	False
Q9BRJ2	Homo sapiens	Metazoa	306			Negative	4	False
Q8N3J3	Homo sapiens	Metazoa	647			Negative	3	False
Q96T76	Homo sapiens	Metazoa	1030			Negative	1	False
Q99598	Homo sapiens	Metazoa	290			Negative	4	False
Q9SGH4	Arabidopsis thaliana	Viridiplantae	220			Negative	1	False
Q8K136	Mus musculus	Metazoa	229			Negative	2	False
P07712	Aplysia californica	Metazoa	112	1.0	23.0	Positive	3	
Q8IJH8	Plasmodium falciparum (isolate 3D7)	Other	275			Negative	1	False
Q9BUV0	Homo sapiens	Metazoa	290			Negative	3	False
P53165	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	657			Negative	4	False
Q7L3V2	Homo sapiens	Metazoa	364			Negative	4	False
P17629	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	752			Negative	3	False
Q96KG9	Homo sapiens	Metazoa	808			Negative	5	False
O95059	Homo sapiens	Metazoa	124			Negative	2	False
Q4QAU9	Leishmania major	Other	549			Negative	3	False
A1Z8P9	Drosophila melanogaster	Metazoa	2346			Negative	1	False
Q38942	Arabidopsis thaliana	Viridiplantae	349			Negative	1	False
P00533	Homo sapiens	Metazoa	1210	1.0	24.0	Positive	1	
Q04347	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	519			Negative	5	False
Q12062	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	643			Negative	4	False
U9W8F2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	110			Negative	1	False
Q8IS98	Crithidia fasciculata	Other	134			Negative	2	False
Q9P802	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	194			Negative	4	False
Q4ZGE1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	61			Negative	3	True
Q96B42	Homo sapiens	Metazoa	140			Negative	2	True
P53070	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	669			Negative	4	False
Q9FKB5	Arabidopsis thaliana	Viridiplantae	222			Negative	2	False
Q8RWV8	Arabidopsis thaliana	Viridiplantae	442			Negative	4	False
Q6P7B7	Rattus norvegicus	Metazoa	404			Negative	3	True
Q9BYC2	Homo sapiens	Metazoa	517			Negative	4	False
P38793	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	499			Negative	4	False
Q03631	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	944			Negative	3	False
Q94165	Caenorhabditis elegans	Metazoa	256			Negative	2	False
Q9FKS8	Arabidopsis thaliana	Viridiplantae	446			Negative	4	True
Q9H1E3	Homo sapiens	Metazoa	243			Negative	1	False
Q9FNN3	Arabidopsis thaliana	Viridiplantae	908			Negative	4	False
Q9UMS0	Homo sapiens	Metazoa	254			Negative	2	False
Q3ECR7	Arabidopsis thaliana	Viridiplantae	62			Negative	1	True
Q6NTE8	Homo sapiens	Metazoa	343			Negative	4	False
P36118	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	322			Negative	5	False
Q9QXX8	Mus musculus	Metazoa	484			Negative	3	False
Q63372	Rattus norvegicus	Metazoa	1530	1.0	30.0	Positive	1	
P05113	Homo sapiens	Metazoa	134	1.0	19.0	Positive	2	
Q5D710	Scylla serrata	Metazoa	126	1.0	24.0	Positive	5	
A1A6M1	Arabidopsis thaliana	Viridiplantae	387			Negative	3	False
Q66JW3	Mus musculus	Metazoa	526			Negative	1	False
Q04178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221			Negative	5	False
P36163	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	345			Negative	5	True
P12904	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	322			Negative	2	False
Q9U8D1	Olivierus martensii	Metazoa	56	1.0	28.0	Positive	2	
Q94AU9	Arabidopsis thaliana	Viridiplantae	174			Negative	3	False
Q9XUK2	Caenorhabditis elegans	Metazoa	307			Negative	1	False
Q9P127	Homo sapiens	Metazoa	313			Negative	1	False
Q8LG54	Arabidopsis thaliana	Viridiplantae	130	1.0	21.0	Positive	3	
Q05048	Homo sapiens	Metazoa	431			Negative	1	False
P62913	Homo sapiens	Metazoa	178			Negative	4	False
Q3U9N9	Mus musculus	Metazoa	512			Negative	4	False
A4GSN8	Arabidopsis thaliana	Viridiplantae	2093			Negative	5	False
Q9VL14	Drosophila melanogaster	Metazoa	118			Negative	2	False
Q92565	Homo sapiens	Metazoa	580			Negative	3	False
C6KST8	Plasmodium falciparum (isolate 3D7)	Other	358			Negative	5	True
P53914	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1056			Negative	4	False
P10690	Spinacia oleracea	Viridiplantae	140			Negative	5	False
Q3EBQ3	Arabidopsis thaliana	Viridiplantae	807			Negative	1	False
G5EED4	Caenorhabditis elegans	Metazoa	655			Negative	3	False
Q9EQ28	Mus musculus	Metazoa	462			Negative	3	False
Q9BQ69	Homo sapiens	Metazoa	325			Negative	1	False
P56560	Bos taurus	Metazoa	520			Negative	1	False
Q8R2H7	Rattus norvegicus	Metazoa	913			Negative	5	False
Q9BT43	Homo sapiens	Metazoa	218			Negative	2	False
Q920G9	Mus musculus	Metazoa	524			Negative	5	False
O48782	Arabidopsis thaliana	Viridiplantae	282			Negative	5	False
Q96P65	Homo sapiens	Metazoa	431			Negative	3	False
Q12406	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	477			Negative	4	False
P20290	Homo sapiens	Metazoa	206			Negative	4	False
Q9VFS6	Drosophila melanogaster	Metazoa	994			Negative	1	False
Q9LTQ0	Arabidopsis thaliana	Viridiplantae	391			Negative	3	False
F2Z699	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	582			Negative	5	False
Q10302	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	646			Negative	2	False
Q9Y4X3	Homo sapiens	Metazoa	112	1.0	24.0	Positive	2	
Q9ZV06	Arabidopsis thaliana	Viridiplantae	236			Negative	1	False
Q5JPH6	Homo sapiens	Metazoa	523			Negative	3	False
O35250	Mus musculus	Metazoa	697			Negative	2	False
O77408	Lymnaea stagnalis	Metazoa	638			Negative	2	False
Q7Z2G1	Homo sapiens	Metazoa	153			Negative	5	False
G5EF68	Caenorhabditis elegans	Metazoa	648			Negative	4	False
Q9Z2N6	Rattus norvegicus	Metazoa	79			Negative	2	False
P10662	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	321			Negative	4	False
Q8IUY3	Homo sapiens	Metazoa	354			Negative	4	False
P48771	Mus musculus	Metazoa	83			Negative	1	True
Q8VEE1	Mus musculus	Metazoa	365			Negative	4	False
A1BQQ5	Conus marmoreus	Metazoa	289	1.0	24.0	Positive	2	
Q9UTC0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	50			Negative	3	False
Q9BUI4	Homo sapiens	Metazoa	534			Negative	4	False
P29083	Homo sapiens	Metazoa	439			Negative	5	False
Q99KP6	Mus musculus	Metazoa	504			Negative	3	False
P40471	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	297			Negative	4	False
Q86Y01	Homo sapiens	Metazoa	620			Negative	2	False
P78581	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	588	1.0	18.0	Positive	4	
P83267	Hydrolagus colliei	Metazoa	48			Negative	2	False
Q9UTK5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1727			Negative	2	False
O43557	Homo sapiens	Metazoa	240			Negative	5	False
Q08753	Chlamydomonas moewusii	Viridiplantae	164			Negative	4	False
Q9NRA8	Homo sapiens	Metazoa	985			Negative	4	False
Q6P9B9	Homo sapiens	Metazoa	1019			Negative	3	False
O00483	Homo sapiens	Metazoa	81			Negative	3	True
Q18PE0	Mus musculus	Metazoa	504			Negative	1	False
F4HVG8	Arabidopsis thaliana	Viridiplantae	611			Negative	3	False
O74563	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	680			Negative	3	False
A0A7J6K7I9	Toxoplasma gondii	Other	553	1.0	64.0	Positive	1	
P42771	Homo sapiens	Metazoa	156			Negative	2	False
P32103	Euplotes eurystomus	Other	135			Negative	3	False
Q3E785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	79			Negative	3	False
Q9LY23	Arabidopsis thaliana	Viridiplantae	286			Negative	4	False
Q9NXV2	Homo sapiens	Metazoa	234			Negative	3	False
Q92522	Homo sapiens	Metazoa	213			Negative	5	False
Q8WU10	Homo sapiens	Metazoa	500			Negative	3	False
Q5TEU4	Homo sapiens	Metazoa	345			Negative	3	False
Q68FX6	Rattus norvegicus	Metazoa	390			Negative	4	False
Q65ZG8	Caenorhabditis elegans	Metazoa	597			Negative	2	False
Q8I397	Plasmodium falciparum (isolate 3D7)	Other	1199			Negative	5	True
Q9D6Y1	Mus musculus	Metazoa	273	1.0	21.0	Positive	3	
Q8WY64	Homo sapiens	Metazoa	445			Negative	1	False
Q96PL1	Homo sapiens	Metazoa	93	1.0	21.0	Positive	2	
O60832	Homo sapiens	Metazoa	514			Negative	4	False
G5DBJ0	Nicotiana benthamiana	Viridiplantae	252			Negative	3	False
Q9ESC8	Mus musculus	Metazoa	1160			Negative	1	False
Q9SY69	Arabidopsis thaliana	Viridiplantae	913			Negative	2	False
Q8R400	Mus musculus	Metazoa	80			Negative	1	True
O43083	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	338			Negative	4	False
P36169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	355			Negative	2	False
P53854	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	179			Negative	1	False
P32318	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	326			Negative	1	False
Q04089	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	582			Negative	4	False
P21190	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360			Negative	5	False
P53769	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	259			Negative	5	False
Q9VT00	Drosophila melanogaster	Metazoa	2351			Negative	4	False
Q95QW4	Caenorhabditis elegans	Metazoa	561			Negative	4	False
Q12486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	218			Negative	4	False
Q9P2P6	Homo sapiens	Metazoa	4700			Negative	3	False
Q17569	Caenorhabditis elegans	Metazoa	389			Negative	3	False
Q04491	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	297			Negative	5	False
Q9UUH3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	277			Negative	3	False
Q4WN10	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	575			Negative	2	False
O75340	Homo sapiens	Metazoa	191			Negative	3	False
Q92597	Homo sapiens	Metazoa	394			Negative	3	False
Q02773	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1202			Negative	2	False
Q13772	Homo sapiens	Metazoa	614			Negative	5	False
Q5U623	Homo sapiens	Metazoa	682			Negative	2	False
Q6ZWS8	Mus musculus	Metazoa	374			Negative	4	False
O77264	Drosophila melanogaster	Metazoa	361			Negative	3	False
P40508	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320			Negative	5	True
Q9FL12	Arabidopsis thaliana	Viridiplantae	592			Negative	3	False
P40467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	964			Negative	4	False
P83508	Cavia porcellus	Metazoa	170	1.0	16.0	Positive	2	
Q924W6	Mus musculus	Metazoa	1344			Negative	5	False
Q96WW3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117			Negative	1	False
P56287	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	678			Negative	3	False
Q02890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363			Negative	1	False
Q96UP3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1400			Negative	1	False
P01269	Sus scrofa	Metazoa	115	1.0	25.0	Positive	3	
Q5BJY9	Rattus norvegicus	Metazoa	423			Negative	1	False
P32908	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1225			Negative	2	False
Q07065	Homo sapiens	Metazoa	602			Negative	5	False
A0A2R6X6S3	Marchantia polymorpha	Viridiplantae	911			Negative	5	False
Q86WR0	Homo sapiens	Metazoa	208			Negative	1	True
I3PB37	Petunia hybrida	Viridiplantae	544			Negative	1	False
P87227	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	672			Negative	4	False
P25588	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1096			Negative	3	False
Q12361	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	961			Negative	1	False
P18491	Drosophila melanogaster	Metazoa	199			Negative	2	False
Q6F4C6	Pinctada fucata	Metazoa	121	1.0	16.0	Positive	4	
Q4ADV7	Homo sapiens	Metazoa	1423			Negative	1	False
O00154	Homo sapiens	Metazoa	380			Negative	3	False
Q12090	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	404			Negative	2	False
P84817	Rattus norvegicus	Metazoa	152			Negative	4	False
Q6EPZ0	Oryza sativa subsp. japonica	Viridiplantae	318			Negative	1	False
Q8BXP5	Mus musculus	Metazoa	385			Negative	4	False
Q9C5Q8	Arabidopsis thaliana	Viridiplantae	942			Negative	1	False
P38781	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	883			Negative	4	False
Q9Y5U2	Homo sapiens	Metazoa	329			Negative	5	False
Q9T0A4	Arabidopsis thaliana	Viridiplantae	250			Negative	5	False
Q18490	Caenorhabditis elegans	Metazoa	142			Negative	2	False
Q9LLY4	Brassica napus	Viridiplantae	344			Negative	5	False
Q94234	Caenorhabditis elegans	Metazoa	204			Negative	2	False
Q8LC79	Arabidopsis thaliana	Viridiplantae	295			Negative	3	False
Q9BZR6	Homo sapiens	Metazoa	473	1.0	26.0	Positive	4	
O74361	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	356			Negative	1	False
O74792	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	515			Negative	1	False
P54074	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	624			Negative	4	True
P29241	Aplysia californica	Metazoa	282	1.0	24.0	Positive	2	
Q27403	Drosophila melanogaster	Metazoa	504			Negative	1	False
Q96375	Capsicum annuum	Viridiplantae	660			Negative	2	False
Q8GW29	Arabidopsis thaliana	Viridiplantae	217			Negative	2	False
P01364	Aplysia californica	Metazoa	108	1.0	23.0	Positive	3	
Q9LRH6	Arabidopsis thaliana	Viridiplantae	309			Negative	3	False
P30557	Mus musculus	Metazoa	365			Negative	5	False
Q15762	Homo sapiens	Metazoa	336	1.0	18.0	Positive	3	
Q15365	Homo sapiens	Metazoa	356			Negative	4	False
P35729	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1037			Negative	5	False
Q9FJV5	Arabidopsis thaliana	Viridiplantae	276			Negative	3	False
Q3E7C1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	72			Negative	4	False
Q5JPI9	Homo sapiens	Metazoa	236			Negative	5	False
P35728	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441			Negative	1	False
Q06506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	573			Negative	2	False
P04196	Homo sapiens	Metazoa	525	1.0	18.0	Positive	1	
Q9SL05	Arabidopsis thaliana	Viridiplantae	133			Negative	5	False
Q9C103	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	735			Negative	4	False
P42900	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	643			Negative	3	False
Q96RL1	Homo sapiens	Metazoa	719			Negative	5	False
Q9TY95	Plasmodium falciparum (isolate 3D7)	Other	997	1.0	22.0	Positive	3	
P53724	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	139			Negative	5	False
Q96CU9	Homo sapiens	Metazoa	486			Negative	5	True
P41846	Caenorhabditis elegans	Metazoa	1009			Negative	2	False
P34784	Aglaothamnion neglectum	Other	317			Negative	4	False
Q8VIJ5	Rattus norvegicus	Metazoa	916			Negative	4	False
Q9CQG9	Mus musculus	Metazoa	134			Negative	3	True
P58418	Homo sapiens	Metazoa	232			Negative	5	True
Q5NCS9	Mus musculus	Metazoa	454			Negative	3	True
Q9D915	Mus musculus	Metazoa	106			Negative	3	False
P27731	Gallus gallus	Metazoa	150	1.0	20.0	Positive	3	
O23277	Arabidopsis thaliana	Viridiplantae	1330			Negative	3	False
Q8RWE8	Arabidopsis thaliana	Viridiplantae	442			Negative	5	False
Q9Y5L0	Homo sapiens	Metazoa	923			Negative	5	False
P46059	Homo sapiens	Metazoa	708			Negative	1	True
Q08119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	714			Negative	1	False
Q96PZ2	Homo sapiens	Metazoa	611			Negative	5	False
O14216	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	337			Negative	5	False
G3XA57	Mus musculus	Metazoa	512			Negative	1	False
Q9LRZ3	Arabidopsis thaliana	Viridiplantae	641			Negative	2	False
P24349	Caenorhabditis elegans	Metazoa	1201			Negative	1	False
Q6P2D8	Homo sapiens	Metazoa	792			Negative	4	False
Q06681	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1438			Negative	1	False
J9VIL4	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	623			Negative	5	True
